sn2016hnk 0.016 0.0151639 33.31929 -7.66133
filter u_2.5m
57696.9	19.7895334413	0.0643913110018
57697.8	19.9291739591	0.0478584047815
57701.8	20.0329705795	0.0472082335144
57702.4	20.0800032145	0.0604746851817
57710.3	20.6075222554	0.0745060821333
filter g_2.5m
57695.3	18.5692626322	0.0102148405661
57699.0	18.9951649645	0.0151182842675
57701.6	19.1600536792	0.0168033939571
57706.9	19.3915525464	0.0161387668474
57707.8	19.526395622	0.0206729987762
57711.9	19.6585540389	0.0192452502257
57717.9	19.7439894079	0.0208207651905
57721.1	19.8697526759	0.0181580047271
57721.8	19.9806532477	0.0227614671972
57726.9	20.1477699254	0.0233513240139
57733.9	20.1961425897	0.0332788843119
57736.9	20.253736677	0.0371040874149
57741.2	20.3219746203	0.0279859700391
57745.2	20.3871711433	0.0272220467564
57747.2	20.4814282056	0.029984783113
57752.9	20.5353342553	0.0364666561583
57757.9	20.5669567878	0.0327867962352
57761.1	20.5805358841	0.0367556597084
57762.9	20.6211250413	0.0374352854245
filter r_2.5m
57695.3	17.3414015248	0.00694766958006
57699.0	17.4802194495	0.0079380291141
57701.6	17.6970512634	0.0144329747726
57706.9	17.8489007509	0.00846086328705
57707.8	17.9846284968	0.0116431985425
57711.9	18.1998625019	0.0106178137996
57717.9	18.3830536659	0.0120264842738
57721.8	18.6019916355	0.0129607060072
57726.9	18.7610524433	0.0132852083047
57733.9	18.9075018025	0.0173998052702
57736.9	19.0474031846	0.0166044968314
57741.2	19.2043579493	0.01817527372
57745.2	19.3121827423	0.0170562796111
57747.2	19.468816983	0.0202646205339
57752.9	19.6848815036	0.0185228768945
57761.1	19.8721503788	0.0227698947351
57762.9	19.9428756742	0.0289822561904
filter i_2.5m
57695.3	17.5369126694	0.00909094750513
57699.0	17.6260376608	0.00969253749637
57701.6	17.7593787956	0.0185604523257
57706.9	18.0727806642	0.0134215866301
57707.8	18.1323436034	0.0146938136896
57711.9	18.3592484715	0.012970255631
57717.9	18.5293694246	0.0150762903695
57721.8	18.7221327786	0.0161187280439
57726.9	18.8686639445	0.0162903279363
57733.9	18.9969469096	0.0216913673296
57736.9	19.086611245	0.0201316171261
57741.2	19.2164645674	0.0212012418139
57745.2	19.2665669194	0.0194947779142
57747.2	19.2988098296	0.0244308384464
57752.9	19.3657881256	0.0229266148314
57761.1	19.451001903	0.024436809427
filter z_2.5m
57697.0	17.508331242	0.0160092982841
57697.8	17.5127988308	0.0204586376221
57701.8	17.5845499028	0.0162234116143
57702.4	17.6135894508	0.0164755548181
57710.3	17.6684803788	0.016604054205
57711.8	17.7194050375	0.02128510456
57720.8	17.8666227268	0.0205863426926
57726.8	18.0493144213	0.0242518251362
57733.5	18.2252942521	0.0230516133732
57736.9	18.4063438653	0.0241600691147
57741.2	18.6400198611	0.0267630687328
filter B
57695.3	19.3539960259	0.0181815876911
57699.0	19.6213707216	0.0267495303095
57701.6	19.7061811509	0.0268559879747
57707.8	19.9072604857	0.03005551855
57711.9	20.1164379292	0.030689110977
57717.8	20.2999108538	0.0331255401265
57721.1	20.3260075756	0.0289565650172
57726.8	20.4244797681	0.032735109308
57733.9	20.3767901931	0.0328536100488
57736.9	20.3754938438	0.0340033885486
57741.2	20.4629415721	0.0399157811364
57744.9	20.4970652328	0.033650326776
57745.2	20.5352273407	0.0431695605517
57746.2	20.5813176485	0.0408218032845
57747.1	20.6202527146	0.0416301203718
57752.9	20.7083675472	0.0528038107944
